路線名,方面,列車番号,列車名,始発駅,始発時刻,運転日,駅名,発着,時刻
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,小倉,着,1108
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,小倉,発,1109
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,博多,着,1126
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,博多,発,1128
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,熊本,発,1206
東海道・山陽新幹線,下り,747A,さくら747,新大阪,853,毎日,鹿児島中央,着,1253
東海道・山陽新幹線,下り,767A,こだま767,三島,651,毎日,三島,発,651
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,新富士,発,702
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,静岡,着,713
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,静岡,発,718
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,掛川,発,733
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,浜松,発,745
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,豊橋,発,802
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,三河安城,発,819
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,名古屋,着,832
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,名古屋,発,841
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,岐阜羽島,発,858
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,米原,着,910
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,米原,発,916
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,京都,着,934
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,京都,発,936
東海道・山陽新幹線,下り,867A,こだま867,三島,651,毎日,新大阪,着,951
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,東京,発,630
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,品川,発,637
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,新横浜,発,648
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,小田原,発,705
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,熱海,発,714
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,三島,発,726
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,新富士,発,739
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,静岡,着,749
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,静岡,発,752
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,掛川,発,808
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,浜松,発,823
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,豊橋,発,839
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,三河安城,発,856
東海道・山陽新幹線,下り,801A,こだま801,東京,630,毎日,名古屋,着,906
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,東京,発,633
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,品川,発,640
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新横浜,発,651
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,小田原,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,熱海,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,三島,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新富士,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,静岡,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,静岡,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,掛川,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,浜松,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,豊橋,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,三河安城,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,名古屋,着,810
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,名古屋,発,812
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,岐阜羽島,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,米原,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,米原,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,京都,着,845
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,京都,発,847
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新大阪,着,900
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新大阪,発,902
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新神戸,発,915
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,姫路,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,相生,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,岡山,着,946
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,岡山,発,947
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,福山,発,1004
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,三原,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,広島,着,1027
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,広島,発,1028
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,徳山,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,小倉,着,1113
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,小倉,発,1114
東海道・山陽新幹線,下り,5A,のぞみ5,東京,633,毎日,博多,着,1130
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,東京,発,642
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,品川,発,649
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,新横浜,発,700
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,小田原,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,熱海,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,三島,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,新富士,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,静岡,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,静岡,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,掛川,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,浜松,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,豊橋,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,三河安城,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,名古屋,着,816
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,名古屋,発,817
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,岐阜羽島,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,米原,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,米原,レ,レ
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,京都,着,851
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,京都,発,853
東海道・山陽新幹線,下り,231A,のぞみ231,東京,642,3/15|3/19|3/21|3/23-3/25|3/27|3/31-4/1|4/5-4/10|4/12-4/15|4/20-4/24|4/27-4/30|5/7-5/8|5/11-5/15|5/18-5/22|5/25-5/29|6/1-6/2|6/4-6/5|6/7-6/12|6/14-6/19|6/22-6/26,新大阪,着,906
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,東京,発,642
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,品川,発,649
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新横浜,発,700
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,小田原,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,熱海,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,三島,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新富士,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,静岡,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,静岡,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,掛川,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,浜松,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,豊橋,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,三河安城,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,名古屋,着,816
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,名古屋,発,817
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,岐阜羽島,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,米原,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,米原,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,京都,着,851
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,京都,発,853
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新大阪,着,906
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新大阪,発,908
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新神戸,発,921
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,西明石,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,姫路,発,937
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,相生,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,岡山,着,957
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,岡山,発,958
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新倉敷,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,福山,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新尾道,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,三原,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,東広島,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,広島,着,1036
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,広島,発,1037
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新岩国,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,徳山,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新山口,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,厚狭,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,新下関,レ,レ
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,小倉,着,1122
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,小倉,発,1123
東海道・山陽新幹線,下り,7115A,のぞみ115,東京,642,3/14|3/16-3/18|3/20|3/22|3/26|3/28-3/30|4/2|4/3|4/16|4/17|4/25|5/1-5/6|5/23|6/3,博多,着,1139
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,東京,発,645
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,品川,発,652
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,新横浜,発,703
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,小田原,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,熱海,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,三島,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,新富士,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,静岡,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,静岡,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,掛川,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,浜松,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,豊橋,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,三河安城,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,名古屋,着,820
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,名古屋,発,821
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,岐阜羽島,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,米原,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,米原,レ,レ
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,京都,着,854
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,京都,発,856
東海道・山陽新幹線,下り,9309A,のぞみ309,東京,645,3/20|3/27-3/29|5/2,新大阪,着,909
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,新大阪,発,911
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,新神戸,発,924
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,西明石,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,姫路,発,941
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,相生,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,岡山,着,1001
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,岡山,発,1002
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,新倉敷,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,福山,発,1022
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,新尾道,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,三原,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,東広島,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,広島,着,1047
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,広島,発,1049
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,新岩国,レ,レ
東海道・山陽新幹線,下り,7789A,さくら789,新大阪,911,3/20|3/27|3/28|5/3|5/16,徳山,レ,レ
