路線名,方面,列車番号,列車名,始発駅,始発時刻,運転日,駅名,発着,時刻
東海道・山陽新幹線,下り,871A,こだま871,小倉,634,毎日,小倉,発,634
東海道・山陽新幹線,下り,871A,こだま871,小倉,634,毎日,博多,着,652
東海道・山陽新幹線,下り,873A,こだま873,新山口,627,平日,新山口,発,627
東海道・山陽新幹線,下り,873A,こだま873,新山口,627,平日,厚狭,発,638
東海道・山陽新幹線,下り,873A,こだま873,新山口,627,平日,新下関,発,648
東海道・山陽新幹線,下り,873A,こだま873,新山口,627,平日,小倉,着,656
東海道・山陽新幹線,下り,873A,こだま873,新山口,627,平日,小倉,発,657
東海道・山陽新幹線,下り,873A,こだま873,新山口,627,平日,博多,着,713
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,広島,発,605
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,新岩国,発,619
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,徳山,発,633
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,新山口,発,647
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,厚狭,発,657
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,新下関,発,707
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,小倉,着,715
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,小倉,発,716
東海道・山陽新幹線,下り,875A,こだま875,広島,605,毎日,博多,着,733
東海道・山陽新幹線,下り,877A,こだま877,新山口,705,平日,新山口,発,705
東海道・山陽新幹線,下り,877A,こだま877,新山口,705,平日,厚狭,発,715
東海道・山陽新幹線,下り,877A,こだま877,新山口,705,平日,新下関,発,724
東海道・山陽新幹線,下り,877A,こだま877,新山口,705,平日,小倉,着,732
東海道・山陽新幹線,下り,877A,こだま877,新山口,705,平日,小倉,発,733
東海道・山陽新幹線,下り,877A,こだま877,新山口,705,平日,博多,着,750
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,広島,発,643
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,徳山,発,705
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,新山口,発,718
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,新下関,発,732
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,小倉,着,740
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,小倉,発,741
東海道・山陽新幹線,下り,401A,さくら401,広島,643,毎日,博多,着,756
東海道・山陽新幹線,下り,879A,こだま879,小倉,755,平日,小倉,発,755
東海道・山陽新幹線,下り,879A,こだま879,小倉,755,平日,博多,着,811
東海道・山陽新幹線,下り,781A,こだま781,広島,653,毎日,広島,発,653
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,新岩国,発,708
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,徳山,発,721
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,新山口,発,735
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,厚狭,発,745
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,新下関,発,755
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,小倉,着,803
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,小倉,発,804
東海道・山陽新幹線,下り,881A,こだま881,広島,653,毎日,博多,着,821
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,岡山,発,610
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,新倉敷,発,621
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,福山,発,633
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,新尾道,発,641
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,三原,発,648
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,東広島,発,659
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,広島,着,710
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,広島,発,711
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,新岩国,発,726
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,徳山,発,739
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,新山口,発,757
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,厚狭,発,807
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,新下関,発,817
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,小倉,着,825
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,小倉,発,826
東海道・山陽新幹線,下り,931A,こだま931,岡山,610,毎日,博多,着,842
東海道・山陽新幹線,下り,883A,こだま883,小倉,835,毎日,小倉,発,835
東海道・山陽新幹線,下り,883A,こだま883,小倉,835,毎日,博多,着,852
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,岡山,発,631
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,新倉敷,発,641
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,福山,発,653
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,新尾道,発,701
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,三原,発,714
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,東広島,発,726
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,広島,着,737
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,広島,発,738
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,新岩国,発,752
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,徳山,発,805
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,新山口,発,819
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,厚狭,発,837
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,新下関,発,847
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,小倉,着,855
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,小倉,発,856
東海道・山陽新幹線,下り,933A,こだま933,岡山,631,毎日,博多,着,912
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新大阪,発,600
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新神戸,発,613
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,姫路,発,629
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,相生,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,岡山,着,650
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,岡山,発,651
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,福山,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,三原,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,広島,着,725
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,広島,発,726
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,徳山,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,小倉,着,812
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,小倉,発,813
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,博多,着,828
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,博多,発,830
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,熊本,着,902
東海道・山陽新幹線,下り,601A,みずほ601,新大阪,600,毎日,鹿児島中央,着,946
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新大阪,発,606
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新神戸,発,619
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,西明石,発,627
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,姫路,発,638
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,相生,発,646
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,岡山,着,701
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,岡山,発,702
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新倉敷,発,712
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,福山,発,723
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,三原,発,733
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,東広島,発,744
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,広島,着,754
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,広島,発,800
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新岩国,発,814
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,徳山,発,826
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新山口,発,839
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,新下関,発,854
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,小倉,着,902
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,小倉,発,903
東海道・山陽新幹線,下り,681A,ひかり681,新大阪,606,毎日,博多,着,919
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新大阪,発,625
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新神戸,発,638
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,姫路,発,654
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,相生,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,岡山,着,714
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,岡山,発,715
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,福山,発,733
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,三原,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,広島,着,757
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,広島,発,758
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,徳山,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新山口,発,829
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,小倉,着,848
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,小倉,発,849
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,博多,着,904
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,博多,発,906
東海道・山陽新幹線,下り,741A,さくら741,新大阪,625,毎日,熊本,着,944
東海道・山陽新幹線,下り,541A,さくら741,新大阪,625,毎日,鹿児島中央,着,1031
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,岡山,発,719
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,新倉敷,発,729
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,福山,発,741
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,新尾道,発,751
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,三原,発,758
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,東広島,発,812
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,広島,着,822
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,広島,発,823
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,新岩国,発,838
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,徳山,発,851
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,新山口,発,908
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,厚狭,発,918
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,新下関,発,933
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,小倉,着,942
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,小倉,発,943
東海道・山陽新幹線,下り,935A,こだま935,岡山,719,毎日,博多,着,1000
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新大阪,発,650
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新神戸,発,702
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,姫路,発,718
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,相生,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,岡山,着,738
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,岡山,発,739
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,福山,発,755
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,三原,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,広島,着,818
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,広島,発,820
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,徳山,発,841
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,小倉,着,909
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,小倉,発,910
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,博多,着,926
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,博多,発,928
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,熊本,着,1006
東海道・山陽新幹線,下り,743A,さくら743,新大阪,650,毎日,鹿児島中央,着,1104
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,姫路,発,710
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,相生,発,718
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,岡山,着,735
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,岡山,発,750
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,新倉敷,発,805
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,福山,発,817
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,新尾道,発,825
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,三原,発,836
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,東広島,発,850
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,広島,着,901
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,広島,発,907
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,新岩国,発,924
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,徳山,発,940
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,新山口,発,954
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,厚狭,発,1013
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,新下関,発,1034
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,小倉,着,1043
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,小倉,発,1049
東海道・山陽新幹線,下り,937A,こだま937,姫路,710,毎日,博多,着,1106
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,新大阪,発,659
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,新神戸,発,713
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,西明石,発,723
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,姫路,発,740
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,相生,発,748
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,岡山,着,805
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,岡山,発,820
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,新倉敷,発,832
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,福山,発,844
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,新尾道,発,854
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,三原,発,904
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,東広島,発,915
東海道・山陽新幹線,下り,939A,こだま939,新大阪,659,毎日,広島,着,926
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,名古屋,発,620
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,岐阜羽島,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,米原,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,米原,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,京都,着,654
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,京都,発,655
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新大阪,着,709
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新大阪,発,711
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新神戸,発,724
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,姫路,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,相生,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,岡山,着,755
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,岡山,発,756
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,福山,発,813
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,三原,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,広島,着,836
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,広島,発,837
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,徳山,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,小倉,着,923
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,小倉,発,924
東海道・山陽新幹線,下り,101A,のぞみ101,名古屋,620,毎日,博多,着,939
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新大阪,発,723
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新神戸,発,735
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,姫路,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,相生,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,岡山,着,808
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,岡山,発,809
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,福山,発,825
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,三原,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,広島,着,849
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,広島,発,850
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,徳山,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,新下関,レ,レ
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,小倉,着,935
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,小倉,発,936
東海道・山陽新幹線,下り,603A,みずほ603,新大阪,723,毎日,博多,着,951
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,名古屋,発,636
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,岐阜羽島,発,647
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,米原,着,659
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,米原,発,700
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,京都,着,719
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,京都,発,720
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新大阪,着,732
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新大阪,発,734
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新神戸,発,747
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,西明石,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,姫路,発,803
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,相生,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,岡山,着,823
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,岡山,発,824
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新倉敷,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,福山,発,840
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新尾道,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,三原,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,東広島,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,広島,着,904
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,広島,発,905
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新岩国,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,徳山,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新山口,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,厚狭,レ,レ
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,新下関,発,946
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,小倉,着,953
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,小倉,発,954
東海道・山陽新幹線,下り,731A,ひかり731,名古屋,636,毎日,博多,着,1011
東海道・山陽新幹線,下り,321A,つばめ321,新下関,1110,毎日,新下関,発,1110
東海道・山陽新幹線,下り,321A,つばめ321,新下関,1110,毎日,小倉,着,1117
東海道・山陽新幹線,下り,321A,つばめ321,新下関,1110,毎日,小倉,発,1118
東海道・山陽新幹線,下り,321A,つばめ321,新下関,1110,毎日,博多,着,1134
東海道・山陽新幹線,下り,321A,つばめ321,新下関,1110,毎日,博多,発,1136
東海道・山陽新幹線,下り,321A,つばめ321,新下関,1110,毎日,熊本,発,1226
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新大阪,発,740
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新神戸,発,753
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,西明石,発,803
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,姫路,発,817
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,相生,発,829
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,岡山,着,845
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,岡山,発,852
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新倉敷,発,905
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,福山,発,919
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新尾道,発,933
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,三原,発,947
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,東広島,発,959
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,広島,着,1009
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,広島,発,1010
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新岩国,発,1028
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,徳山,発,1049
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新山口,発,1106
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,厚狭,発,1118
東海道・山陽新幹線,下り,941A,こだま941,新大阪,740,毎日,新下関,発,1138
